source_timestamp,destination_timestamp,x,y,z,roll,pitch,yaw
1418755481278717,1418755481216226,1.051802e-04,-6.709191e-05,5.416504e-05,3.108228e-05,5.313560e-06,-1.012839e-05
1418755481341209,1418755481278717,2.289233e-04,2.176770e-04,2.997062e-05,4.606483e-05,6.964615e-06,-5.441454e-06
1418755481403699,1418755481341209,-1.953755e-04,-9.136619e-05,-1.111487e-04,8.818363e-05,-3.245819e-07,2.180868e-06
1418755481466192,1418755481403699,2.851057e-05,7.180111e-05,4.325594e-05,3.047466e-05,2.140160e-05,-1.327236e-05
1418755481528682,1418755481466192,-2.130669e-05,-3.692754e-05,1.711943e-05,-5.188541e-05,1.345128e-05,1.403544e-05
1418755481591175,1418755481528682,-1.740761e-04,-1.919070e-04,-4.062789e-05,5.446103e-05,9.299676e-06,4.912929e-06
1418755481653666,1418755481591175,-5.446461e-04,2.849712e-05,-1.680931e-04,1.109862e-04,-9.544979e-07,-1.608504e-05
1418755481716158,1418755481653666,-4.237813e-04,-3.069351e-04,-1.567869e-04,1.267677e-05,9.200858e-06,1.637820e-05
1418755481778649,1418755481716158,2.405184e-05,-1.643236e-05,8.428266e-05,1.819516e-05,-1.126798e-06,2.574629e-06
1418755481841140,1418755481778649,-2.222959e-04,-3.886464e-05,-1.112079e-04,6.274570e-05,2.873500e-06,2.163637e-06
1418755481903632,1418755481841140,4.384237e-05,-7.643929e-06,-1.267039e-05,-2.309072e-05,1.535360e-05,-7.896744e-06
1418755481966123,1418755481903632,-7.324849e-05,4.441363e-05,-7.430220e-05,7.982756e-05,7.953931e-07,-8.178653e-06
1418755482028615,1418755481966123,-1.276390e-04,-7.476490e-05,2.273500e-05,-5.173713e-05,-1.249959e-05,1.694155e-05
1418755482091106,1418755482028615,-2.380288e-04,4.901438e-05,-8.513245e-05,-3.625830e-05,-2.537626e-05,1.514549e-06
1418755482153598,1418755482091106,1.420152e-04,1.212299e-04,6.335142e-05,7.518975e-05,2.243608e-05,-2.908858e-05
1418755482216089,1418755482153598,1.698988e-04,-5.210777e-06,-2.448767e-05,4.628574e-05,1.500914e-05,-7.072544e-06
1418755482278580,1418755482216089,-1.515104e-04,1.271750e-04,-7.553691e-05,8.930381e-06,8.244924e-06,-1.744105e-05
1418755482341072,1418755482278580,-1.290244e-04,4.414961e-05,-1.719991e-04,3.396157e-05,1.818840e-05,2.869364e-05
1418755482403563,1418755482341072,-1.137455e-04,2.348142e-04,-1.197222e-05,-3.562422e-05,-1.506690e-05,-1.930206e-05
1418755482466055,1418755482403563,2.623509e-04,5.408681e-04,4.496549e-04,-1.341453e-05,4.131135e-05,-4.154621e-05
1418755482528546,1418755482466055,1.204926e-04,-2.405920e-05,1.032586e-04,-1.969362e-05,3.627863e-05,1.982071e-05
1418755482591038,1418755482528546,-1.259390e-04,4.309835e-06,-3.688305e-05,4.920277e-05,1.149994e-05,2.132923e-06
1418755482653529,1418755482591038,1.641637e-04,2.163772e-05,-1.726590e-05,2.797967e-05,-5.001495e-06,9.445408e-07
1418755482716021,1418755482653529,2.593395e-05,-1.635971e-05,-8.606358e-05,-5.462449e-05,1.594055e-05,1.569056e-05
1418755482778512,1418755482716021,1.339661e-04,9.083315e-05,2.612400e-06,-3.072930e-05,-1.579543e-05,-1.781530e-05
1418755482841004,1418755482778512,-3.073321e-04,1.461006e-04,-1.287475e-04,5.340983e-05,-4.394996e-05,3.684794e-06
1418755482903496,1418755482841004,-8.550412e-05,-1.363914e-04,-3.716161e-05,3.812844e-06,-1.417261e-05,2.801515e-06
1418755482965987,1418755482903496,6.050025e-05,1.315803e-04,-5.104366e-07,1.206851e-05,1.774217e-06,7.392800e-06
1418755483028479,1418755482965987,-1.405631e-04,3.196060e-04,5.092944e-05,8.124270e-05,3.173999e-05,-3.353993e-05
1418755483090970,1418755483028479,1.411086e-04,-1.599401e-04,1.060225e-04,-6.743817e-05,2.004655e-05,1.526631e-05
1418755483153461,1418755483090970,1.177415e-05,-1.641637e-05,-4.179784e-05,2.083557e-05,-2.761609e-05,1.551552e-05
1418755483215953,1418755483153461,-2.732643e-05,4.744879e-06,4.125839e-05,2.853771e-05,2.135868e-05,-2.264524e-05
1418755483278444,1418755483215953,3.631316e-05,5.844242e-05,2.586992e-05,-5.021789e-07,4.417044e-06,-2.441784e-05
1418755483340936,1418755483278444,-6.033043e-04,1.578650e-04,-1.987400e-04,7.167580e-05,-1.827040e-05,-9.888453e-06
1418755483403427,1418755483340936,4.388265e-05,-2.425291e-04,1.007087e-04,-2.626464e-05,-1.096060e-05,2.530504e-05
1418755483465919,1418755483403427,-2.917518e-04,1.136287e-04,-2.301708e-05,-8.193221e-05,1.602165e-05,-3.652289e-05
1418755483528410,1418755483465919,3.116830e-05,2.150803e-04,8.117566e-06,5.904765e-05,1.764781e-06,-1.104963e-05
1418755483590901,1418755483528410,5.701208e-04,-1.220319e-03,2.307145e-04,-3.539814e-05,1.837344e-05,1.160884e-04
1418755483653393,1418755483590901,-1.619897e-04,-7.118714e-05,-5.489272e-05,-6.975217e-05,-1.990796e-05,-1.393007e-05
1418755483715884,1418755483653393,1.245606e-04,3.135254e-05,5.262127e-05,-8.515817e-05,-1.561380e-06,3.337956e-06
1418755483778376,1418755483715884,6.735093e-04,1.877009e-05,3.482164e-04,2.403212e-05,7.401844e-05,-6.143708e-07
1418755483840868,1418755483778376,-9.572945e-05,-8.115594e-05,-3.686355e-05,-1.182063e-04,-1.545495e-05,1.781769e-05
1418755483903358,1418755483840868,1.813168e-04,1.364951e-04,9.264432e-05,2.398338e-05,8.507523e-07,-1.748722e-05
1418755483965850,1418755483903358,2.984012e-04,-8.364234e-05,8.755753e-05,6.263857e-06,1.362202e-05,1.829782e-05
1418755484028341,1418755483965850,-2.023289e-04,-1.277625e-04,-9.128436e-05,-1.427095e-05,2.083693e-05,1.816315e-05
1418755484090833,1418755484028341,3.292232e-05,1.295318e-04,-2.829948e-06,1.177623e-04,1.472332e-05,-1.538115e-05
1418755484153324,1418755484090833,3.392451e-04,-1.275577e-04,1.029788e-04,2.064802e-05,3.180194e-05,2.544621e-05
1418755484215816,1418755484153324,-2.336894e-04,-1.180455e-04,-1.553141e-04,-3.693453e-05,-1.959451e-05,1.056452e-05
1418755484278308,1418755484215816,1.862933e-06,-2.206468e-05,1.116601e-05,4.348345e-05,1.455998e-05,-4.580807e-06
1418755484340799,1418755484278308,1.799746e-04,-9.676334e-05,8.032756e-05,1.923913e-05,1.946102e-05,1.351459e-05
1418755484403291,1418755484340799,2.901709e-05,2.580740e-05,-3.055016e-05,-1.007507e-04,-4.022073e-07,-9.349765e-06
1418755484465781,1418755484403291,-6.565110e-05,1.569296e-04,-4.472150e-05,2.814107e-05,1.084678e-05,-1.944848e-05
1418755484528274,1418755484465781,1.053752e-05,-5.772134e-05,-3.126234e-05,1.467439e-05,-1.103856e-05,9.698296e-06
1418755484590765,1418755484528274,-4.088903e-05,-9.490711e-06,1.006243e-05,-7.012941e-05,-2.201715e-05,2.508822e-05
1418755484653256,1418755484590765,3.142675e-04,4.218821e-05,9.811404e-05,4.756662e-05,4.179924e-06,-1.570532e-05
1418755484715748,1418755484653256,1.791897e-04,1.085334e-04,-4.361707e-06,-4.980496e-05,-2.413088e-05,-7.352738e-06
1418755484778240,1418755484715748,-1.050865e-03,-6.370229e-04,2.685335e-05,6.979507e-05,2.491478e-05,5.191929e-05
1418755484840731,1418755484778240,1.095185e-05,3.542047e-05,2.980524e-06,-3.625330e-05,-2.148278e-05,1.087742e-05
1418755484903222,1418755484840731,7.842854e-05,-1.730427e-05,5.386894e-05,3.570905e-05,1.897957e-05,-1.313749e-05
1418755484965714,1418755484903222,6.512234e-05,-1.557063e-05,5.762972e-05,-6.156099e-05,-1.385979e-06,-1.632250e-05
1418755485028205,1418755484965714,1.006009e-04,2.526112e-05,2.194457e-05,-1.225218e-05,6.839306e-06,-6.754342e-06
1418755485090697,1418755485028205,-5.954889e-05,-2.054890e-05,-9.743745e-05,-4.982594e-06,-1.241452e-05,-8.903435e-06
1418755485153188,1418755485090697,3.247002e-06,2.531885e-05,5.560324e-05,-3.896780e-05,-8.519236e-06,1.800889e-05
1418755485215679,1418755485153188,-1.879383e-04,-7.963313e-05,3.273305e-05,9.974401e-05,1.022894e-05,1.648494e-07
1418755485278171,1418755485215679,3.632271e-04,-1.377799e-03,4.193325e-04,-4.315809e-05,1.280706e-05,1.225565e-04
1418755485340662,1418755485278171,-4.934392e-05,2.170442e-05,-1.656190e-05,-3.206583e-05,6.941567e-06,-1.683067e-05
1418755485403154,1418755485340662,-1.197816e-04,-3.510800e-05,-5.063332e-06,-6.792349e-06,1.613934e-05,1.502878e-05
1418755485465645,1418755485403154,5.194900e-05,-1.980771e-05,5.564362e-05,-2.067591e-05,1.144087e-07,1.015680e-05
1418755485528137,1418755485465645,-8.140744e-05,-7.611557e-06,-4.078519e-05,1.906771e-05,-2.161681e-06,-2.284968e-05
1418755485590629,1418755485528137,-4.430473e-04,2.000100e-05,-1.957430e-04,8.205739e-06,-1.008708e-05,2.284482e-05
1418755485653119,1418755485590629,-3.163497e-05,-5.470407e-06,2.144891e-05,5.449656e-05,3.498187e-05,-4.435208e-07
1418755485715612,1418755485653119,-1.114658e-04,9.572252e-05,5.931013e-05,4.816168e-05,1.494091e-06,-1.456397e-05
1418755485778103,1418755485715612,-1.420038e-04,1.150927e-04,-3.709748e-05,-2.252207e-06,1.257772e-05,-1.795250e-05
1418755485840594,1418755485778103,1.381564e-04,-1.633478e-04,3.943935e-05,-2.315670e-05,-3.157316e-06,1.292194e-05
1418755485903085,1418755485840594,3.483033e-04,-9.261638e-05,1.029786e-04,-2.338548e-05,8.722987e-06,-5.108147e-06
1418755485965577,1418755485903085,2.099972e-04,2.878236e-04,8.138273e-05,-3.669310e-05,-6.664490e-06,-1.657183e-05
1418755486028068,1418755485965577,-3.989026e-05,2.097190e-05,-4.538424e-06,2.506370e-05,3.199032e-05,-3.962877e-06
1418755486090560,1418755486028068,-4.232083e-05,1.410996e-05,-4.187937e-05,6.592471e-07,-2.410901e-05,-2.175703e-06
1418755486153051,1418755486090560,-6.662553e-04,-2.428353e-04,-7.229587e-05,-3.477021e-05,-3.070365e-05,-1.226530e-05
1418755486215543,1418755486153051,-1.643177e-05,1.960687e-05,-2.371739e-05,-8.824978e-06,-1.973901e-05,4.258177e-06
1418755486278034,1418755486215543,2.955729e-05,1.257216e-05,-3.431716e-05,-2.833099e-05,9.681639e-06,1.492324e-05
1418755486340526,1418755486278034,-1.764565e-04,1.415531e-04,1.829960e-05,-2.731735e-05,2.984704e-05,-1.034006e-05
1418755486403018,1418755486340526,-1.009640e-03,-5.910037e-04,4.788401e-04,3.220372e-05,5.655928e-05,3.302390e-05
1418755486465509,1418755486403018,-2.185889e-04,-2.178606e-05,-1.041157e-04,-1.005473e-05,-2.147205e-05,-2.651455e-05
1418755486528000,1418755486465509,1.156140e-03,-5.647315e-04,4.135403e-04,-6.071902e-05,-3.109353e-05,4.761446e-05
1418755486590492,1418755486528000,2.624424e-04,-2.063203e-04,1.299797e-04,3.519069e-05,1.251118e-05,1.751515e-05
1418755486652983,1418755486590492,-1.574412e-04,-3.013858e-05,-1.101769e-05,4.358192e-06,1.438517e-05,2.877405e-06
1418755486715475,1418755486652983,-9.074280e-07,-1.013214e-05,1.126842e-05,-2.404681e-05,2.302208e-06,-1.708724e-05
1418755486777966,1418755486715475,-1.071853e-05,-1.021619e-05,-1.914090e-06,-2.394267e-05,-1.215362e-05,2.251900e-05
1418755486840458,1418755486777966,1.538767e-04,-4.654785e-05,1.010369e-04,2.329980e-05,7.510918e-06,1.008247e-05
1418755486902950,1418755486840458,3.805266e-04,4.683399e-04,9.933662e-05,9.257370e-05,1.241322e-05,-4.047126e-05
1418755486965440,1418755486902950,2.329772e-04,-2.040529e-04,1.104765e-04,-1.075007e-05,2.079267e-05,1.724707e-05
1418755487027932,1418755486965440,-7.529485e-04,-9.061874e-05,-1.807154e-04,-2.603023e-05,1.858638e-05,1.537060e-05
1418755487090423,1418755487027932,3.167524e-05,5.301720e-05,1.240133e-05,2.967881e-05,-7.185873e-06,-1.216808e-05
1418755487152915,1418755487090423,-1.671378e-06,1.383384e-04,-1.238951e-05,4.376355e-05,-4.807994e-06,-2.045506e-05
1418755487215407,1418755487152915,-1.567743e-05,-1.411546e-05,-1.651719e-05,-7.101641e-05,-3.177787e-05,-1.285346e-05
1418755487277898,1418755487215407,-1.669669e-04,4.087715e-04,4.976742e-05,-1.445706e-04,-2.707643e-05,-2.740157e-05
1418755487340390,1418755487277898,-1.963410e-04,8.470196e-05,-9.141451e-05,1.110861e-05,7.056556e-06,-7.753777e-06
1418755487402881,1418755487340390,5.800228e-04,-3.750387e-04,1.907563e-04,3.756116e-05,2.222139e-05,6.243483e-05
1418755487465373,1418755487402881,-9.566691e-05,1.072071e-05,-3.080551e-04,-3.755552e-05,-2.683181e-05,-1.949353e-05
1418755487527864,1418755487465373,-3.855641e-05,1.331152e-04,1.541194e-05,8.145458e-05,1.783457e-05,-1.459711e-05
1418755487590355,1418755487527864,2.261887e-04,-4.010127e-05,9.976312e-05,-6.863031e-06,1.591600e-05,2.783332e-05
1418755487652847,1418755487590355,-8.354702e-05,-2.662699e-04,-2.118321e-04,3.738766e-06,-1.812199e-05,2.341091e-05
1418755487715336,1418755487652847,-3.163941e-05,5.386052e-06,1.646574e-05,6.707772e-05,-2.229222e-06,5.321849e-06
1418755487777828,1418755487715336,9.240278e-06,-4.954771e-05,1.534204e-05,-1.730498e-05,-1.643081e-05,1.638814e-05
1418755487840321,1418755487777828,2.693930e-04,-2.567055e-05,1.669211e-04,-3.982396e-05,3.002768e-06,-2.505816e-06
1418755487902812,1418755487840321,4.625858e-06,-1.750338e-04,-1.559902e-04,-1.298679e-05,-3.688592e-05,1.698987e-05
1418755487965304,1418755487902812,2.552455e-04,-4.812012e-05,1.022279e-04,3.642015e-05,2.214783e-05,2.080006e-07
1418755488027796,1418755487965304,3.317039e-04,7.596294e-05,1.702943e-04,-1.946544e-05,3.795067e-05,-2.534941e-05
1418755488090287,1418755488027796,-4.754402e-04,-8.009012e-05,-1.117222e-04,1.477810e-05,-2.360706e-05,1.714508e-05
1418755488152778,1418755488090287,1.645815e-04,8.365868e-04,-1.339959e-04,4.307379e-05,-7.799907e-06,-7.394051e-05
1418755488215270,1418755488152778,-1.113357e-04,-3.234203e-04,-2.445818e-04,5.966735e-05,-2.754021e-05,7.410224e-06
1418755488277761,1418755488215270,-2.291037e-04,-4.280049e-06,-2.993985e-05,-2.129992e-05,1.454665e-05,-1.960665e-05
1418755488340253,1418755488277761,-1.242163e-04,-2.536851e-04,-1.313541e-04,1.664584e-05,-1.589304e-05,4.098528e-05
1418755488402745,1418755488340253,1.402615e-04,3.422664e-05,1.237041e-05,-1.157161e-05,-1.323157e-05,3.036230e-07
1418755488465236,1418755488402745,8.283553e-05,6.057172e-05,-8.877296e-06,1.255002e-05,-1.094527e-05,-1.553782e-05
1418755488527727,1418755488465236,1.317428e-04,-3.211234e-04,-1.708634e-04,-2.929136e-07,-1.240499e-05,2.223284e-05
1418755488590219,1418755488527727,-1.291813e-04,-4.170441e-05,4.764940e-06,-2.800443e-05,2.091828e-05,2.052430e-06
1418755488652710,1418755488590219,8.143991e-05,1.066965e-05,-1.787062e-05,-5.578401e-05,-1.402566e-05,-1.377901e-05
1418755488715201,1418755488652710,-5.198359e-05,-1.173470e-05,-6.531120e-05,-7.046170e-05,6.068031e-07,1.032630e-05
1418755488777692,1418755488715201,-5.883454e-05,2.212659e-05,4.235761e-05,6.334040e-05,2.501698e-05,-5.472454e-06
1418755488840185,1418755488777692,2.030083e-04,6.642202e-05,6.097507e-05,7.840040e-06,-6.858861e-06,3.438090e-06
1418755488902676,1418755488840185,2.745386e-04,-1.012420e-04,-7.514172e-07,-1.344099e-05,-2.258625e-06,5.564186e-08
1418755488965168,1418755488902676,3.609788e-05,1.899405e-05,-1.621141e-05,-8.454011e-08,-1.450860e-05,4.803336e-07
1418755489027659,1418755488965168,4.380526e-05,5.753896e-04,2.894662e-05,-3.991271e-05,-2.296462e-05,-3.416482e-05
1418755489090150,1418755489027659,7.095823e-05,1.336672e-05,9.256841e-06,1.830494e-05,-5.738872e-06,-1.738763e-05
1418755489152641,1418755489090150,-1.050862e-04,1.714840e-04,-6.450561e-05,3.317008e-05,-1.019801e-05,-4.609501e-06
1418755489215134,1418755489152641,-1.199358e-03,-3.961548e-04,2.079567e-04,-5.112320e-05,4.901353e-06,2.929324e-05
1418755489277625,1418755489215134,1.017404e-04,1.684251e-04,-8.985277e-06,1.095704e-05,-9.258850e-06,-7.822893e-06
1418755489340114,1418755489277625,-4.762998e-04,2.500331e-04,4.642676e-05,-1.361226e-05,2.534659e-05,-3.034758e-05
1418755489402608,1418755489340114,2.871661e-05,6.964582e-06,-2.425298e-05,-6.875898e-06,-2.490846e-05,-4.182679e-06
1418755489465100,1418755489402608,-3.232652e-04,-1.302876e-03,2.920078e-04,-5.427310e-05,1.695349e-05,1.169035e-04
1418755489527590,1418755489465100,-1.217747e-04,4.294845e-05,-3.734636e-05,1.473821e-05,1.303823e-06,-2.321484e-05
1418755489590082,1418755489527590,-4.312619e-04,-2.752706e-04,-1.535868e-04,-1.757336e-05,2.215647e-05,1.992017e-05
1418755489652574,1418755489590082,-4.279446e-04,2.553154e-04,-1.542115e-04,-3.263148e-05,-1.916467e-05,-2.782096e-05
1418755489715065,1418755489652574,1.596708e-05,-4.927699e-05,3.958637e-07,-1.539059e-05,-2.920243e-05,4.635638e-06
1418755489777554,1418755489715065,-6.579447e-04,-4.060331e-04,4.477026e-05,-2.335200e-05,5.710484e-06,2.776828e-05
1418755489840048,1418755489777554,-1.625999e-04,-7.669047e-05,-1.749162e-06,2.222430e-05,1.806383e-05,-3.456292e-06
1418755489902539,1418755489840048,-2.367129e-04,-1.766760e-04,5.853174e-05,-5.209067e-05,-1.704725e-05,2.476512e-05
1418755489965031,1418755489902539,1.988322e-04,3.122553e-04,2.151737e-04,3.299041e-05,3.169980e-05,8.491823e-07
1418755490027522,1418755489965031,1.123365e-04,2.633705e-05,5.588386e-05,-3.002790e-05,5.058114e-06,-2.708309e-05
1418755490090014,1418755490027522,3.468958e-04,-3.413847e-04,8.500858e-05,-2.202730e-05,3.313145e-06,2.697401e-05
1418755490152506,1418755490090014,-2.634599e-05,1.663711e-04,1.078398e-05,1.592958e-05,-8.017395e-06,8.019541e-06
1418755490214996,1418755490152506,1.687965e-04,1.667803e-04,1.379600e-04,5.562195e-05,1.838622e-05,-1.826914e-05
1418755490277488,1418755490214996,-5.757796e-06,-3.224931e-06,3.336198e-05,5.406630e-05,-1.008310e-05,6.405837e-06
1418755490339980,1418755490277488,1.239845e-04,4.181252e-05,6.580391e-05,5.794417e-05,2.564577e-05,2.435455e-05
1418755490402472,1418755490339980,-2.916993e-05,-8.158180e-06,-4.052952e-05,5.993008e-05,6.303055e-06,2.372586e-06
1418755490464963,1418755490402472,3.118831e-04,-9.701880e-05,7.320428e-05,-7.719172e-06,2.411176e-05,5.260878e-06
1418755490527454,1418755490464963,3.731047e-04,1.955692e-04,1.220922e-04,-9.139841e-05,-1.426743e-05,-3.557638e-05
1418755490589946,1418755490527454,-3.958718e-04,-2.747386e-05,-1.030262e-04,7.230127e-05,1.229070e-05,1.821489e-05
1418755490652438,1418755490589946,7.122410e-05,1.602424e-05,7.979098e-05,-2.849781e-06,1.703230e-05,-3.342899e-06
1418755490714928,1418755490652438,-1.701603e-04,1.819927e-04,-4.343338e-05,-1.281248e-06,-1.348242e-05,-3.467955e-05
1418755490777420,1418755490714928,1.181698e-04,1.689290e-05,2.259154e-04,4.883454e-05,4.809356e-05,1.337434e-05
1418755490839911,1418755490777420,9.783971e-05,7.121786e-05,7.282657e-05,3.397508e-06,1.498166e-05,-8.794499e-06
1418755490902403,1418755490839911,-3.620330e-04,-7.588415e-05,-2.522433e-04,-8.122865e-06,-3.021545e-05,1.381900e-05
1418755490964895,1418755490902403,2.293821e-05,5.237842e-05,-8.537948e-06,-3.439368e-06,-2.541229e-06,-5.443287e-06
1418755491027386,1418755490964895,-3.922843e-04,-1.630894e-04,-1.200405e-04,-2.115781e-05,-1.579109e-05,1.873522e-05
1418755491089877,1418755491027386,3.469484e-05,1.001820e-05,-1.688070e-06,-2.636027e-05,-1.359113e-06,6.693016e-06
1418755491152369,1418755491089877,3.661357e-06,-2.109744e-05,3.154975e-07,-1.092956e-05,-4.628878e-06,-5.725173e-06
1418755491214860,1418755491152369,-8.159681e-05,-3.533759e-05,2.934992e-05,-4.378969e-05,1.815046e-05,2.917280e-06
1418755491277352,1418755491214860,5.979690e-04,5.870581e-05,1.120257e-04,-1.382205e-05,2.221413e-05,-1.691503e-05
1418755491339843,1418755491277352,2.890159e-05,-1.246609e-04,8.040172e-05,8.399933e-05,1.825921e-05,7.345595e-06
1418755491402334,1418755491339843,-1.058484e-04,-2.581507e-05,7.213859e-05,-2.543890e-05,7.945079e-07,-1.518036e-05
1418755491464826,1418755491402334,5.329636e-05,-2.639820e-05,4.042357e-05,1.717242e-05,1.967558e-05,1.451300e-05
1418755491527318,1418755491464826,2.628797e-04,8.171964e-05,-9.243033e-06,-2.247337e-05,-5.515713e-05,-9.087625e-06
1418755491589809,1418755491527318,1.727075e-04,7.590137e-05,7.857242e-05,2.503453e-05,2.703735e-05,1.872889e-06
1418755491652300,1418755491589809,1.538021e-04,2.214285e-05,-1.687630e-05,-9.548507e-05,-3.173926e-06,-2.515537e-06
1418755491714792,1418755491652300,-2.668202e-04,2.686815e-06,-8.652410e-05,-4.096568e-05,-1.407348e-05,-4.922344e-06
1418755491777283,1418755491714792,-4.727506e-04,2.519105e-04,-2.177818e-04,-2.263420e-05,-1.765306e-05,-1.473394e-05
1418755491839775,1418755491777283,9.715056e-05,2.594434e-05,4.048871e-05,-1.655606e-05,-1.798829e-05,9.344538e-07
1418755491902267,1418755491839775,5.915024e-05,-3.974691e-05,-2.598064e-06,7.003679e-05,1.875570e-05,1.594554e-05
1418755491964758,1418755491902267,-9.413590e-05,4.581785e-05,-8.845545e-05,-9.792749e-06,1.209602e-05,1.400840e-05
1418755492027249,1418755491964758,4.881807e-05,3.238519e-05,-1.027340e-04,-1.091141e-04,-3.881536e-05,4.266823e-06
1418755492089741,1418755492027249,3.132317e-05,-1.999000e-05,2.862009e-05,-1.120239e-05,-2.716580e-06,1.263557e-05
1418755492152232,1418755492089741,3.521172e-04,3.300273e-04,2.101712e-04,-6.150996e-05,-2.129967e-06,-4.550032e-05
1418755492214723,1418755492152232,4.456229e-04,7.331710e-04,1.039764e-04,-1.071809e-04,7.481311e-06,-4.247782e-05
1418755492277216,1418755492214723,1.549919e-04,-3.930401e-04,5.504944e-05,-8.240183e-06,-7.754480e-06,3.801647e-05
1418755492339707,1418755492277216,6.660963e-04,2.416854e-04,3.861080e-04,-2.142018e-05,5.058368e-05,-2.221397e-05
1418755492402199,1418755492339707,-5.636242e-06,1.605143e-05,2.884651e-05,-4.021849e-05,-6.129898e-07,8.833835e-06
1418755492464690,1418755492402199,3.469154e-04,1.265101e-05,8.580746e-06,1.105163e-05,-4.028219e-05,1.896210e-05
1418755492527193,1418755492464690,1.052998e-04,-1.499643e-04,-2.279794e-05,-2.527884e-05,-1.077730e-06,6.814712e-07
1418755492589673,1418755492527193,2.401191e-04,-6.315575e-05,2.057559e-05,-2.885368e-05,-2.705275e-05,1.412934e-05
1418755492652164,1418755492589673,1.553006e-04,2.042836e-05,7.253408e-05,-4.082743e-05,-1.119663e-05,-1.368678e-05
1418755492714656,1418755492652164,1.576193e-04,7.416039e-05,5.631754e-05,5.669249e-05,1.606584e-06,3.638880e-06
1418755492777147,1418755492714656,7.919501e-05,-2.581411e-06,4.810023e-05,3.045141e-05,1.830212e-05,1.909304e-06
1418755492839638,1418755492777147,-1.342823e-05,-2.396061e-05,5.089887e-05,-1.366606e-05,-1.638826e-06,-4.271506e-06
1418755492902130,1418755492839638,-1.279411e-04,-2.093903e-04,1.311688e-05,-3.013186e-05,-2.980774e-05,8.478613e-06
1418755492964621,1418755492902130,3.435043e-05,4.929650e-05,1.970875e-05,4.505921e-05,1.982344e-05,-1.042842e-06
1418755493027113,1418755492964621,2.544858e-05,-3.206190e-05,-4.032238e-05,-7.778205e-05,-1.268108e-06,-1.603674e-06
1418755493089604,1418755493027113,-3.065988e-05,4.391301e-05,1.520588e-05,6.004335e-06,-1.651126e-06,1.023311e-05
1418755493152094,1418755493089604,3.904572e-05,-3.046142e-06,-2.869088e-05,8.671680e-05,-2.893679e-07,-2.754473e-05
1418755493214587,1418755493152094,2.784099e-05,1.189907e-04,9.267961e-05,5.126265e-05,3.204918e-05,-1.953944e-05
1418755493277079,1418755493214587,-1.467827e-04,-2.138237e-06,-2.206008e-05,-1.887861e-05,5.325838e-06,-1.156899e-05
1418755493339570,1418755493277079,3.639062e-04,-4.787019e-05,4.767938e-05,-2.024839e-05,3.962427e-06,1.802524e-06
1418755493402061,1418755493339570,1.238517e-04,2.299067e-05,5.887092e-05,1.979673e-05,2.243134e-05,-4.768338e-06
1418755493464553,1418755493402061,-1.354357e-05,1.006986e-04,1.383992e-05,1.054888e-04,-2.206571e-05,-6.672124e-06
1418755493527045,1418755493464553,-1.401744e-04,-1.305009e-05,-1.888949e-05,-1.029232e-04,1.486587e-05,-5.159166e-06
1418755493589536,1418755493527045,-1.435206e-04,1.517481e-05,-1.772955e-05,6.038221e-05,-1.516438e-05,6.411149e-06
1418755493652026,1418755493589536,1.774553e-04,-3.036791e-05,3.561514e-05,-3.593674e-05,-1.540505e-05,1.286365e-05
